Keyword,Volume,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous average position,Current average position,Position change,Current locations,Locations change,Top location code,Top location,Top location's volume,Top location's traffic,Top location's traffic change
github actions download artifact,80,5,5,-1,,6.00,5.50,-0.50,2,-1,DE,Germany,80,5,-1
docker vs containerd,170,10,5,-5,,9.50,9.50,0.00,6,-4,US,United States,170,5,-5
mysql docker,1600,3,5,2,,17.00,14.86,-2.14,7,1,VN,Vietnam,1600,5,2
backstage developer portal,300,,5,,,,12.00,,1,1,US,United States,300,5,
github artifacts,290,4,5,1,,14.00,13.00,-1.00,2,1,US,United States,290,5,1
docker-compose portainer,20,5,5,0,,3.00,3.00,0.00,2,,DE,Germany,20,5,0
python namedtuple,1810,19,5,-14,,10.00,10.80,0.80,5,,DE,Germany,1810,5,-14
kaniko vs docker,80,5,5,0,,6.50,6.50,0.00,2,,US,United States,80,5,0
makefile golang,70,5,5,0,,5.25,5.50,0.25,4,,RU,Russian Federation,70,5,0
grafana docker,2530,1,5,4,,29.43,26.62,-2.80,8,1,RU,Russian Federation,2530,5,4
python concatenate two lists,160,4,5,1,,10.14,9.14,-1.00,7,,US,United States,160,5,1
pyyaml example,120,8,5,-3,,5.50,6.75,1.25,4,,US,United States,120,5,-3
makefile variable,10,5,5,0,,1.17,1.00,-0.17,6,,US,United States,10,5,0
golang sqlite3 example,10,5,5,0,,1.00,1.00,0.00,1,,US,United States,10,5,0
concatenate list python,260,4,5,0,,8.64,8.36,-0.29,14,,IN,India,260,5,0
python 3.11 new features,160,0,5,4,,6.00,7.50,1.50,2,1,DE,Germany,160,5,4
pants monorepo,40,5,5,0,,3.00,3.00,0.00,1,,US,United States,40,5,0
automate scripts,100,5,,,,7.00,,,0,-1,US,United States,100,5,
python pyinstaller,90,0,5,4,,9.00,7.00,-2.00,3,2,CA,Canada,90,5,4
docker network,2340,11,5,-7,,10.50,14.75,4.25,12,,CH,Switzerland,2340,5,-7
how to load csv file in python,90,5,5,0,,8.00,7.67,-0.33,3,,IN,India,90,5,0
mitmproxy tutorial,30,5,5,0,,2.00,2.00,0.00,1,,US,United States,30,5,0
if statement in bash,90,6,5,-1,,7.00,8.00,1.00,1,,US,United States,90,5,-1
docker networking tutorial,70,5,,,,7.00,,,0,-1,IN,India,70,5,
what is echo command,80,4,5,0,,7.50,7.50,0.00,2,,US,United States,80,5,0
how to use mongodb docker image,50,5,5,0,,4.00,4.00,0.00,1,,US,United States,50,5,0
flux cd vs argo cd,50,3,5,2,,7.00,5.00,-2.00,1,,US,United States,50,5,2
install make in windows,80,2,5,3,,11.00,7.00,-4.00,1,,IN,India,80,5,3
docker run volume,400,0,4,4,,27.50,25.50,-2.00,2,,CH,Switzerland,400,4,4
bash script variables,190,4,,,,10.75,,,0,-4,GB,United Kingdom,190,4,
github download artifact,100,4,,,,7.00,,,0,-2,US,United States,100,4,
terminal tools,120,4,,,,8.00,,,0,-2,US,United States,120,4,
terminal user interface,100,4,4,1,,9.00,9.00,0.00,1,,US,United States,100,4,1
makefile environment variable,30,5,4,0,,2.20,2.40,0.20,5,,US,United States,30,4,0
python yaml safe_load,120,4,4,0,,7.50,7.50,0.00,2,,US,United States,120,4,0
golang return error,260,3,4,2,,8.29,9.43,1.14,7,,RU,Russian Federation,260,4,2
conda remove env,400,,4,,,,15.00,,2,2,BR,Brazil,400,4,
what is ripgrep,50,4,4,0,,6.00,6.00,0.00,1,,US,United States,50,4,0
lima macos,50,4,4,0,,5.00,5.50,0.50,2,,US,United States,50,4,0
make cmake,30,4,4,0,,5.33,2.50,-2.83,2,-1,DE,Germany,30,4,0
create virtual environment python,5600,2,4,2,,26.00,24.25,-1.75,4,,IN,India,5600,4,2
buildah vs docker,30,4,4,0,,2.00,2.00,0.00,1,,US,United States,30,4,0
npm vs pnpm,800,4,4,1,,13.00,7.00,-6.00,2,-1,US,United States,800,4,1
python named tuples,100,4,4,1,,8.50,8.00,-0.50,2,,US,United States,100,4,1
ninja build,640,3,4,1,,8.00,16.00,8.00,3,2,IN,India,640,4,1
python closures,120,6,4,-1,,8.50,9.50,1.00,2,,US,United States,120,4,-1
golang package manager,60,5,4,-1,,3.67,4.33,0.67,3,,US,United States,60,4,-1
oh my zsh powerlevel10k,100,4,4,0,,9.00,9.00,0.00,2,-1,US,United States,100,4,0
windows makefile,20,4,4,0,,4.17,4.17,0.00,6,,US,United States,20,4,0
buildah vs kaniko,30,4,4,0,,3.00,3.00,0.00,1,,US,United States,30,4,0
github actions composite actions,30,4,4,0,,3.00,2.00,-1.00,1,,US,United States,30,4,0
docker create network,350,0,4,4,,45.50,24.00,-21.50,2,,US,United States,350,4,4
yaml.safe_load,440,6,4,-2,,6.50,6.10,-0.40,10,,GB,United Kingdom,440,4,-2
go package management,40,4,4,0,,3.00,3.00,0.00,1,,US,United States,40,4,0
python concatenate list,320,4,4,0,,9.60,9.20,-0.40,15,,CA,Canada,320,4,0
read yaml file in python,80,3,4,1,,8.50,7.00,-1.50,2,,IN,India,80,4,1
debug docker container,60,4,4,1,,6.00,4.33,-1.67,3,,US,United States,60,4,1
bash jq,240,5,4,-1,,11.50,12.00,0.50,2,,US,United States,240,4,-1
python list concat,170,5,4,-1,,9.38,9.57,0.20,7,-1,US,United States,170,4,-1
what does echo do,480,21,4,-17,,7.00,4.50,-2.50,2,,US,United States,480,4,-17
golang sqlite3,50,4,4,0,,4.50,5.00,0.50,4,,US,United States,50,4,0
subprocess run python,360,3,4,1,,12.75,12.00,-0.75,3,-1,GB,United Kingdom,360,4,1
octopus deployment,70,,4,,,,6.00,,1,1,GB,United Kingdom,70,4,
git lfs track,160,4,,,,10.00,,,0,-2,US,United States,160,4,
terraform aws_route53_zone,90,4,4,0,,7.00,7.00,0.00,1,,US,United States,90,4,0
sbom docker,60,6,4,-2,,4.00,6.00,2.00,1,,US,United States,60,4,-2
portainer o que é,150,5,4,-1,,8.00,9.00,1.00,1,,BR,Brazil,150,4,-1
docker run portainer,30,5,4,0,,2.00,2.50,0.50,4,,US,United States,30,4,0
github actions composite action,30,4,4,0,,3.00,2.00,-1.00,1,,US,United States,30,4,0
composite actions github,30,4,4,0,,3.00,3.00,0.00,1,,US,United States,30,4,0
terraform vpc resource,150,,4,,,,9.00,,1,1,IN,India,150,4,
pyscript,3300,4,4,0,,13.60,10.25,-3.35,4,-1,US,United States,3300,4,0
bazel list targets,50,4,4,0,,6.00,6.00,0.00,1,,US,United States,50,4,0
what is cmake,1150,4,4,0,,13.00,14.50,1.50,2,,DE,Germany,1150,4,0
how to create a makefile,70,6,4,-2,,7.00,6.33,-0.67,3,,US,United States,70,4,-2
github actions artifacts,290,6,4,-2,,10.67,11.50,0.83,4,-2,GB,United Kingdom,290,4,-2
docker image location,120,2,4,2,,8.80,8.71,-0.09,7,2,DE,Germany,120,4,2
makefile flags,0,5,4,-1,,1.20,1.40,0.20,5,,RU,Russian Federation,0,4,-1
install portainer docker compose,40,5,4,-1,,3.00,4.00,1.00,1,,US,United States,40,4,-1
docker postgres,6940,2,4,2,,26.15,25.80,-0.35,15,2,NL,Netherlands,6940,4,2
linux capabilities explained,10,4,4,0,,1.00,1.00,0.00,1,,US,United States,10,4,0
typescript monorepo,100,1,4,3,,7.50,7.67,0.17,3,1,CA,Canada,100,4,3
nix package manager,420,2,4,2,,9.50,12.00,2.50,2,,GB,United Kingdom,420,4,2
django admin panel customization,50,4,4,0,,5.00,5.00,0.00,1,,IN,India,50,4,0
terraform init,920,1,4,3,,32.50,21.75,-10.75,4,2,US,United States,920,4,3
composite action github,30,4,4,0,,2.00,3.00,1.00,1,,US,United States,30,4,0
makefile export environment variable,90,4,4,0,,5.67,6.00,0.33,3,,US,United States,90,4,0
amazon ecs tutorial,50,7,4,-3,,3.00,5.00,2.00,1,,US,United States,50,4,-3
bash echo command,90,5,4,-1,,7.00,7.25,0.25,4,-1,US,United States,90,4,-1
nx monorepo tutorial,30,4,4,0,,3.00,3.00,0.00,1,,US,United States,30,4,0
python yaml file,70,4,4,0,,5.50,6.00,0.50,2,,US,United States,70,4,0
python hatch,60,3,4,1,,7.50,7.00,-0.50,2,,US,United States,60,4,1
jq select field,30,4,4,0,,2.50,2.50,0.00,2,,US,United States,30,4,0
python list concatenation,140,3,4,1,,10.22,9.12,-1.10,8,-1,CA,Canada,140,4,1
docker makefile,20,6,4,-2,,1.40,1.80,0.40,5,,US,United States,20,4,-2
docker cgroups,80,4,4,0,,6.67,6.67,0.00,3,,DE,Germany,80,4,0
golang csv writer,30,4,4,0,,3.00,3.00,0.00,1,,US,United States,30,4,0
buf protobuf,50,4,4,0,,5.00,5.00,0.00,1,,US,United States,50,4,0
loop bash,80,3,4,1,,8.50,8.00,-0.50,2,,US,United States,80,4,1
cflags makefile,30,4,4,0,,3.67,3.67,0.00,3,,US,United States,30,4,0
git lfs untrack,60,2,4,1,,9.00,6.00,-3.00,1,,US,United States,60,4,1
replica set in kubernetes,200,1,4,3,,18.00,12.00,-6.00,1,,IN,India,200,4,3
what is nvidia container,400,7,4,-3,,12.00,12.33,0.33,3,2,US,United States,400,4,-3
volumes in docker,80,4,4,0,,8.00,8.00,0.00,1,,IN,India,80,4,0
sqlite go,50,4,4,0,,6.33,6.33,0.00,3,,US,United States,50,4,0
nx framework,50,4,4,0,,5.00,5.00,0.00,1,,US,United States,50,4,0
what is the echo command in linux,40,5,4,-1,,4.00,5.00,1.00,1,,US,United States,40,4,-1
docker debugging,40,4,4,0,,4.00,5.00,1.00,1,,US,United States,40,4,0
pushd vs cd,40,4,4,0,,5.00,5.00,0.00,1,,US,United States,40,4,0
pants build system,40,4,4,0,,4.00,4.00,0.00,1,,US,United States,40,4,0
grpc go example,40,4,4,0,,4.00,4.00,0.00,1,,US,United States,40,4,0
portainer tutorial,40,5,4,-1,,3.00,4.00,1.00,1,,US,United States,40,4,-1
namedtuple python,470,7,4,-3,,9.67,10.00,0.33,2,-1,US,United States,470,4,-3
download artifact github actions,80,4,4,0,,8.00,8.00,0.00,1,,US,United States,80,4,0
how to make a makefile,90,2,4,1,,8.50,7.50,-1.00,2,,US,United States,90,4,1
jq select example,30,5,4,-1,,3.00,3.00,0.00,1,,US,United States,30,4,-1
vscode run makefile,10,4,4,0,,1.00,1.00,0.00,1,,US,United States,10,4,0
golang sqlite example,10,4,4,0,,1.00,1.00,0.00,2,,US,United States,10,4,0
text processing in linux,10,1,4,2,,2.00,1.00,-1.00,1,,IN,India,10,4,2
load yaml python,60,3,4,0,,6.50,6.00,-0.50,4,,US,United States,60,4,0
package.json workspaces,50,4,4,0,,6.00,5.00,-1.00,1,,US,United States,50,4,0
actions upload artifact,90,4,4,0,,8.00,8.00,0.00,1,,US,United States,90,4,0
ecs terraform,90,4,,,,8.00,,,0,-2,US,United States,90,4,
gorm tutorial,40,3,4,0,,4.50,4.00,-0.50,2,,US,United States,40,4,0
how to read in a csv file in python,70,4,,,,8.00,,,0,-1,US,United States,70,4,
python yaml example,70,8,4,-4,,3.50,6.00,2.50,2,,US,United States,70,4,-4
docker network types,60,4,4,0,,6.00,6.00,0.00,1,,DE,Germany,60,4,0
portainer install docker compose,30,4,4,0,,4.00,4.00,0.00,1,,US,United States,30,4,0
composite github actions,20,4,4,0,,3.00,3.00,0.00,1,,US,United States,20,4,0
bash sleep,1780,0,4,4,,13.00,11.00,-2.00,4,3,US,United States,1780,4,4
docker network mode,220,3,4,0,,7.00,17.00,10.00,2,1,DE,Germany,220,4,0
terraform string interpolation,170,6,3,-2,,7.00,11.00,4.00,2,1,US,United States,170,3,-2
python create virtualenv,1250,0,3,3,,29.00,21.50,-7.50,2,1,US,United States,1250,3,3
docker network external,70,6,3,-2,,6.50,7.50,1.00,2,-2,DE,Germany,70,3,-2
poetry add dependency,110,4,3,0,,8.75,9.25,0.50,4,,US,United States,110,3,0
linux jq,250,3,3,0,,19.67,13.00,-6.67,2,-1,GB,United Kingdom,250,3,0
how to use setup.py,60,3,3,0,,6.00,6.00,0.00,1,,US,United States,60,3,0
import csv file in python,100,3,,,,10.00,,,0,-2,IN,India,100,3,
visual studio makefile,50,3,3,1,,5.00,4.33,-0.67,3,,US,United States,50,3,1
how to use pyinstaller,210,10,3,-7,,8.75,12.00,3.25,3,-1,US,United States,210,3,-7
python virtualenv,200,,3,,,,13.00,,1,1,IN,India,200,3,
pull through cache,40,3,3,0,,1.00,4.00,3.00,1,,US,United States,40,3,0
echo terminal command,50,3,3,1,,7.00,6.00,-1.00,1,,US,United States,50,3,1
portainer docker compose file,40,4,3,-1,,4.00,4.00,0.00,1,,US,United States,40,3,-1
how to use mitmproxy,40,3,3,0,,4.00,4.00,0.00,1,,US,United States,40,3,0
python create file,1200,4,3,0,,19.00,21.50,2.50,2,-1,RU,Russian Federation,1200,3,0
sed inline replace,70,,3,,,,7.00,,1,1,US,United States,70,3,
syslog facilities,60,3,3,0,,7.00,7.00,0.00,1,,US,United States,60,3,0
python open csv file,60,7,3,-4,,5.83,7.00,1.17,6,,DE,Germany,60,3,-4
chi router,80,4,3,-1,,6.71,7.00,0.29,6,-1,US,United States,80,3,-1
bash do loop,40,3,3,0,,6.00,6.00,0.00,1,,US,United States,40,3,0
docker build secrets,230,14,3,-11,,8.50,11.50,3.00,2,-2,GB,United Kingdom,230,3,-11
bash meaning in hindi,2200,0,3,3,,42.00,16.00,-26.00,1,,IN,India,2200,3,3
postgresql docker,3440,2,3,2,,27.67,28.85,1.18,13,1,DE,Germany,3440,3,2
how to read a file in bash,30,3,3,1,,4.00,3.00,-1.00,1,,US,United States,30,3,1
django admin customization,70,4,3,0,,6.00,7.33,1.33,3,,IN,India,70,3,0
read a csv file in python,80,7,3,-3,,6.86,6.83,-0.02,6,-1,GB,United Kingdom,80,3,-3
bash eval command,70,3,3,0,,6.00,6.33,0.33,3,,US,United States,70,3,0
earthly technologies,10,3,3,0,,1.00,1.00,0.00,1,,US,United States,10,3,0
macos linux vm,50,3,,,,6.00,,,0,-1,US,United States,50,3,
pytest fixtures,1200,1,3,2,,22.00,23.00,1.00,4,2,IN,India,1200,3,2
python make,20,8,3,-5,,1.50,2.50,1.00,2,,US,United States,20,3,-5
bash script conditionals,20,8,3,-5,,2.00,3.00,1.00,1,,US,United States,20,3,-5
portainer ce docker compose,20,3,3,0,,2.00,2.00,0.00,1,,US,United States,20,3,0
what does echo mean in linux,30,3,3,0,,5.00,5.00,0.00,1,,US,United States,30,3,0
golang graphql mongodb,50,5,3,-2,,4.00,6.00,2.00,1,,US,United States,50,3,-2
jq select or,50,3,3,0,,6.00,6.00,0.00,1,,US,United States,50,3,0
error handling in python,1100,5,3,-2,,19.00,21.00,2.00,1,,IN,India,1100,3,-2
what is awk,100,3,,,,9.00,,,0,-1,US,United States,100,3,
golang http server example,40,3,3,1,,7.00,5.00,-2.00,1,,US,United States,40,3,1
bash read,600,23,3,-20,,6.00,15.50,9.50,2,1,US,United States,600,3,-20
multi stage docker build,250,0,3,3,,11.00,11.67,0.67,3,2,CA,Canada,250,3,3
python parse yaml,90,2,3,1,,9.00,8.00,-1.00,4,2,DE,Germany,90,3,1
uniq command in linux,350,,3,,,,4.00,,1,1,IN,India,350,3,
multistage docker build,100,2,3,1,,8.00,9.00,1.00,2,1,IN,India,100,3,1
makefile ?=,80,3,3,0,,6.00,6.50,0.50,2,,US,United States,80,3,0
what is an awk,40,3,3,0,,7.00,7.00,0.00,1,,US,United States,40,3,0
how to create virtual environment in python,1650,2,3,1,,24.00,33.50,9.50,2,1,IN,India,1650,3,1
load csv file in python,50,3,3,0,,8.00,8.00,0.00,1,,IN,India,50,3,0
grpc backwards compatibility,20,3,3,0,,2.00,2.00,0.00,1,,US,United States,20,3,0
nx getting started,40,3,3,0,,5.00,5.00,0.00,1,,US,United States,40,3,0
bazel test,150,8,3,-4,,7.00,10.00,3.00,1,,US,United States,150,3,-4
nx repo,80,5,3,-2,,6.00,8.00,2.00,1,,US,United States,80,3,-2
golang server,100,2,3,1,,10.00,9.50,-0.50,2,,US,United States,100,3,1
terraform route53,80,4,3,-1,,7.83,7.83,0.00,6,,US,United States,80,3,-1
closure in python,310,1,3,2,,20.00,14.50,-5.50,2,1,IN,India,310,3,2
docker buildkit secrets,30,3,3,0,,4.00,3.00,-1.00,1,,US,United States,30,3,0
poly repo,100,3,3,0,,9.00,9.00,0.00,1,,US,United States,100,3,0
how to read yaml file in python,60,4,3,-1,,7.00,8.00,1.00,2,,US,United States,60,3,-1
makefile docker,20,5,3,-2,,2.00,2.00,0.00,4,,US,United States,20,3,-2
how to install cmake,80,3,3,0,,7.38,7.62,0.25,8,,US,United States,80,3,0
bash do while loop,70,,3,,,,9.00,,2,2,US,United States,70,3,
how to concatenate lists in python,120,3,3,0,,9.00,8.33,-0.67,3,,US,United States,120,3,0
how to use ripgrep,40,4,3,-1,,4.00,5.00,1.00,1,,US,United States,40,3,-1
echo command is used for,80,4,3,-1,,7.00,9.00,2.00,1,,IN,India,80,3,-1
pyyaml load,60,2,3,1,,8.00,6.50,-1.50,2,,US,United States,60,3,1
upload artifact,60,1,3,2,,8.00,6.50,-1.50,2,1,US,United States,60,3,2
django template filters,70,3,3,0,,8.00,7.00,-1.00,3,,US,United States,70,3,0
python yaml.dump,40,3,3,0,,5.50,5.00,-0.50,2,,US,United States,40,3,0
postgresql docker setup,60,3,3,0,,7.00,7.00,0.00,1,,US,United States,60,3,0
python read yaml file to dict,70,3,3,0,,7.00,6.00,-1.00,2,,US,United States,70,3,0
makefile define,60,4,3,-2,,5.33,6.33,1.00,3,,US,United States,60,3,-2
syslog messages,60,4,3,-1,,6.00,7.00,1.00,1,,US,United States,60,3,-1
docker namespaces,110,5,3,-2,,9.33,9.67,0.33,3,,US,United States,110,3,-2
abstract syntax tree example,50,3,,,,6.00,,,0,-1,US,United States,50,3,
difference between make and cmake,30,3,3,0,,3.00,3.00,0.00,1,,US,United States,30,3,0
bash string formatting,20,3,3,0,,2.00,2.00,0.00,1,,US,United States,20,3,0
github actions using composite,20,3,3,0,,2.00,3.00,1.00,1,,US,United States,20,3,0
linux echo,490,11,3,-8,,5.33,20.40,15.07,5,2,BR,Brazil,490,3,-8
make flags,40,9,3,-6,,5.33,5.00,-0.33,2,-1,US,United States,40,3,-6
python import yaml,210,5,3,-2,,10.60,11.67,1.07,3,-2,US,United States,210,3,-2
github actions upload artifact,220,3,3,0,,11.00,10.50,-0.50,2,,US,United States,220,3,0
aws ecr tutorial,30,3,3,0,,4.00,4.00,0.00,1,,US,United States,30,3,0
shell scripting automation examples,10,3,3,0,,1.00,1.00,0.00,1,,IN,India,10,3,0
rpm repository,60,3,3,0,,7.25,6.50,-0.75,4,,US,United States,60,3,0
engineer interviews,30,3,,,,5.00,,,0,-1,US,United States,30,3,
python abstract base class example,50,4,3,-1,,5.00,6.00,1.00,1,,US,United States,50,3,-1
poetry add dev dependency,180,7,3,-4,,9.83,11.50,1.67,4,-2,GB,United Kingdom,180,3,-4
read csv in python,60,4,3,-1,,7.60,7.83,0.23,6,-4,GB,United Kingdom,60,3,-1
comando echo linux,90,3,3,0,,10.00,10.00,0.00,1,,BR,Brazil,90,3,0
bazel cquery,60,3,,,,7.00,,,0,-1,US,United States,60,3,
terraform environment variables,250,,3,,,,14.00,,1,1,US,United States,250,3,
gha concurrency,20,3,3,0,,3.00,3.00,0.00,1,,US,United States,20,3,0
k9s documentation,30,3,3,0,,4.00,4.00,0.00,1,,US,United States,30,3,0
read csv python,3180,6,3,-4,,8.47,9.83,1.37,6,-9,DE,Germany,3180,3,-4
what is npx vs npm,80,3,,,,10.00,,,0,-1,US,United States,80,3,
git lfs migrate,70,3,,,,9.00,,,0,-1,US,United States,70,3,
windows make command,30,2,3,1,,9.00,6.00,-3.00,1,,US,United States,30,3,1
docker volumes list,110,3,,,,10.50,,,0,-2,RU,Russian Federation,110,3,
install ninja,90,2,3,0,,9.00,9.00,0.00,4,,US,United States,90,3,0
what does echo do linux,30,3,3,-1,,4.00,4.00,0.00,1,,US,United States,30,3,-1
testing github actions,90,3,,,,9.00,,,0,-2,US,United States,90,3,
golang grpc client example,30,3,3,0,,4.00,4.00,0.00,2,,US,United States,30,3,0
hatch python,40,3,3,0,,8.00,8.00,0.00,2,,US,United States,40,3,0
jq map select,20,3,3,0,,3.00,3.00,0.00,1,,US,United States,20,3,0
go csv,20,5,3,-2,,3.00,3.00,0.00,1,,US,United States,20,3,-2
difference between cmake and make,20,3,3,0,,4.00,4.00,0.00,1,,US,United States,20,3,0
sed regex replace,30,3,3,0,,5.50,5.80,0.30,10,,GB,United Kingdom,30,3,0
ecs getting started,70,3,,,,9.00,,,0,-1,US,United States,70,3,
docker images location,50,2,3,0,,6.67,5.67,-1.00,3,,DE,Germany,50,3,0
rust concurrency,50,3,3,0,,6.33,8.00,1.67,3,,US,United States,50,3,0
echo command in unix,70,3,3,0,,7.50,7.50,0.00,2,,US,United States,70,3,0
bash evaluate expression,60,3,3,0,,6.33,7.00,0.67,3,,US,United States,60,3,0
sed replace regex,60,3,3,0,,6.83,6.75,-0.08,12,,US,United States,60,3,0
dockerfile volumes,70,4,3,-1,,6.80,7.60,0.80,5,,US,United States,70,3,-1
open csv python,100,2,3,1,,8.17,7.17,-1.00,6,,GB,United Kingdom,100,3,1
yaml load python,50,2,3,1,,7.75,6.25,-1.50,4,,GB,United Kingdom,50,3,1
pushd bash,40,3,3,0,,7.00,7.00,0.00,1,,US,United States,40,3,0
using k9s,20,1,3,2,,7.00,2.00,-5.00,1,,US,United States,20,3,2
bash pushd popd,40,3,3,0,,6.00,6.00,0.00,1,,US,United States,40,3,0
conda remove environment,700,,3,,,,14.00,,2,2,IT,Italy,700,3,
docker multistage builds,90,3,3,-1,,9.00,9.00,0.00,1,,US,United States,90,3,-1
pants vs bazel,30,3,3,-1,,4.00,5.00,1.00,1,,US,United States,30,3,-1
docker secrets,1130,0,3,3,,21.00,20.00,-1.00,3,2,AR,Argentina,1130,3,3
golang error type,80,3,3,0,,8.00,7.67,-0.33,3,,US,United States,80,3,0
python yaml load,100,4,3,-1,,8.20,9.00,0.80,5,,GB,United Kingdom,100,3,-1
looping in bash,70,2,3,0,,10.00,8.00,-2.00,1,,US,United States,70,3,0
sleep in bash script,60,3,3,0,,7.00,7.00,0.00,2,,US,United States,60,3,0
tsconfig monorepo,20,3,3,0,,3.00,3.00,0.00,1,,US,United States,20,3,0
multi stage dockerfile,20,4,3,-1,,8.00,4.00,-4.00,1,-1,DE,Germany,20,3,-1
bash conditional expressions,30,3,3,0,,4.50,4.50,0.00,2,,US,United States,30,3,0
octopus deploy tutorial,50,3,3,0,,6.50,6.50,0.00,2,,IN,India,50,3,0
dockerfile multistage,60,3,3,0,,7.75,7.00,-0.75,3,-1,DE,Germany,60,3,0
cmake install,700,3,3,0,,15.00,18.67,3.67,3,2,RU,Russian Federation,700,3,0
echo terminal,60,1,3,1,,4.00,6.00,2.00,2,1,CA,Canada,60,3,1
spinnaker tutorial,60,3,3,-1,,5.00,7.50,2.50,2,1,US,United States,60,3,-1
sleep in bash,90,3,3,-1,,9.50,9.50,0.00,2,,IN,India,90,3,-1
mongodb golang example,30,3,3,-1,,4.00,5.00,1.00,1,,US,United States,30,3,-1
buf generate,50,1,3,1,,11.00,7.00,-4.00,1,,US,United States,50,3,1
python magic methods,250,3,3,0,,15.00,15.00,0.00,1,,US,United States,250,3,0
json to csv command line,10,3,3,0,,1.00,1.00,0.00,1,,US,United States,10,3,0
how to make a makefile in vscode,10,3,3,0,,1.00,1.00,0.00,1,,US,United States,10,3,0
ast in python,70,3,3,0,,9.00,8.00,-1.00,1,,IN,India,70,3,0
argocd vs,30,3,3,0,,4.00,4.00,0.00,1,,US,United States,30,3,0
jq select multiple fields,20,3,3,-1,,3.40,3.00,-0.40,10,,US,United States,20,3,-1
golang errors.is,70,3,3,0,,8.00,8.20,0.20,5,,US,United States,70,3,0
docker network modes,40,3,3,0,,6.00,6.00,0.00,1,,DE,Germany,40,3,0
jq linux,100,1,3,1,,9.00,9.50,0.50,2,1,GB,United Kingdom,100,3,1
jsonl to csv,70,2,2,1,,10.00,9.00,-1.00,1,,US,United States,70,2,1
python abc class,70,2,2,0,,9.00,9.00,0.00,1,,US,United States,70,2,0
difference between npm and npx,300,2,2,0,,16.00,16.00,0.00,1,,IN,India,300,2,0
jq json,80,,2,,,,9.00,,2,2,GB,United Kingdom,80,2,
functions in shell script,70,1,2,2,,10.00,8.50,-1.50,2,1,US,United States,70,2,2
conditionals bash,20,3,2,-1,,2.00,4.00,2.00,1,,US,United States,20,2,-1
syslog facility levels,50,2,2,0,,8.00,8.00,0.00,1,,US,United States,50,2,0
earthky,30,4,2,-1,,4.00,6.00,2.00,1,,US,United States,30,2,-1
yaml python,640,3,2,0,,20.60,22.50,1.90,4,-1,NL,Netherlands,640,2,0
import ast,50,3,2,0,,8.00,9.00,1.00,2,,US,United States,50,2,0
portainer dockerfile,70,3,2,-1,,7.50,8.50,1.00,2,,US,United States,70,2,-1
npm install workspace,30,2,2,0,,4.00,4.00,0.00,1,,US,United States,30,2,0
createrepo command,30,2,2,0,,5.00,5.00,0.00,1,,US,United States,30,2,0
what is pyinstaller,80,2,,,,10.00,,,0,-1,US,United States,80,2,
kubernetes vs portainer,80,2,2,0,,11.00,10.00,-1.00,1,,US,United States,80,2,0
where does docker pull store images,60,2,2,0,,8.00,8.00,0.00,1,,US,United States,60,2,0
github action artifacts,60,2,2,0,,9.00,9.00,0.00,1,,US,United States,60,2,0
http server golang,50,2,2,0,,9.00,7.00,-2.00,1,,US,United States,50,2,0
warthly,30,3,2,-1,,4.00,5.00,1.00,1,,US,United States,30,2,-1
mitm https,30,2,2,0,,6.00,5.00,-1.00,1,,US,United States,30,2,0
earthly.,30,3,2,-1,,4.00,5.00,1.00,1,,US,United States,30,2,-1
